"Date","WPU3912"
2009-06-01,100
2009-07-01,99.4
2009-08-01,102.9
2009-09-01,112
2009-10-01,106
2009-11-01,111.4
2009-12-01,110.3
2010-01-01,115.5
2010-02-01,113.8
2010-03-01,111.6
2010-04-01,121.9
2010-05-01,116.3
2010-06-01,119.3
2010-07-01,117.5
2010-08-01,119.1
2010-09-01,120.3
2010-10-01,117.7
2010-11-01,119.1
2010-12-01,123.3
2011-01-01,128.1
2011-02-01,127.9
2011-03-01,124.9
2011-04-01,133.6
2011-05-01,126.4
2011-06-01,132
2011-07-01,129
2011-08-01,130.1
2011-09-01,132.8
2011-10-01,128.8
2011-11-01,131.8
2011-12-01,132.6
2012-01-01,134.4
2012-02-01,130.7
2012-03-01,127.8
2012-04-01,133
2012-05-01,128.2
2012-06-01,126.7
2012-07-01,121.1
2012-08-01,122.7
2012-09-01,125.1
2012-10-01,120.8
2012-11-01,122.6
2012-12-01,122.7
2013-01-01,124.6
2013-02-01,123.9
2013-03-01,124
2013-04-01,124.4
2013-05-01,121.5
2013-06-01,124.2
2013-07-01,121.8
2013-08-01,122.6
2013-09-01,121.3
2013-10-01,118.9
2013-11-01,120.3
2013-12-01,120.4
2014-01-01,119.9
2014-02-01,120.1
2014-03-01,119.8
2014-04-01,120
2014-05-01,118.1
2014-06-01,118.2
2014-07-01,116.7
2014-08-01,119.1
2014-09-01,116.3
2014-10-01,113
2014-11-01,115.8
2014-12-01,113.4
2015-01-01,114.3
2015-02-01,114.7
2015-03-01,115.8
2015-04-01,117.4
2015-05-01,116.3
2015-06-01,119.2
2015-07-01,116.8
2015-08-01,117.3
2015-09-01,115.5
2015-10-01,113.7
2015-11-01,116.8
2015-12-01,114.1
2016-01-01,116.2
2016-02-01,115.8
2016-03-01,113.9
2016-04-01,115.7
2016-05-01,112.6
2016-06-01,112.6
2016-07-01,111.6
2016-08-01,112.5
2016-09-01,113
2016-10-01,111.4
2016-11-01,112.1
2016-12-01,110.9
2017-01-01,112.5
2017-02-01,113.8
2017-03-01,108.4
2017-04-01,113.4
2017-05-01,115
2017-06-01,115.5
2017-07-01,114.4
2017-08-01,116.6
2017-09-01,114.1
2017-10-01,113.2
2017-11-01,116.4
2017-12-01,111.3
2018-01-01,113.2
2018-02-01,115.4
2018-03-01,113.3
2018-04-01,116.1
2018-05-01,118.9
2018-06-01,118.4
2018-07-01,117.7
2018-08-01,122.8
2018-09-01,120.7
2018-10-01,119.1
2018-11-01,121.6
2018-12-01,117.8
2019-01-01,119.6
2019-02-01,121.4
2019-03-01,116.9
2019-04-01,118.4
2019-05-01,116.7
2019-06-01,119.1
2019-07-01,116.2
2019-08-01,117.1
2019-09-01,115
2019-10-01,111.5
2019-11-01,111
2019-12-01,109.5
2020-01-01,113.7
2020-02-01,111.4
2020-03-01,115.1
2020-04-01,114.1
2020-05-01,106.9
2020-06-01,109.3
2020-07-01,108
2020-08-01,108.2
2020-09-01,111.3
2020-10-01,110.6
2020-11-01,113.4
2020-12-01,114.5
2021-01-01,113.3
2021-02-01,115.5
2021-03-01,118.3
2021-04-01,119.6
2021-05-01,117.3
2021-06-01,117.2
2021-07-01,115.924
2021-08-01,115.847
2021-09-01,115.84
2021-10-01,113.77
2021-11-01,116.48
2021-12-01,116.722
2022-01-01,117.195
2022-02-01,114.653
2022-03-01,115.698
2022-04-01,118.021
2022-05-01,115.997
2022-06-01,116.988
2022-07-01,117.902
2022-08-01,123.862
2022-09-01,123.582
2022-10-01,122.672
2022-11-01,127.631
2022-12-01,118.209
2023-01-01,121.028
2023-02-01,124.852
2023-03-01,118.73
2023-04-01,122.71
2023-05-01,121.221
2023-06-01,118.851
2023-07-01,117.242
2023-08-01,122.068
2023-09-01,123.402
2023-10-01,121.92
2023-11-01,123.234
