"Date","IA001260M"
2005-01-01,75.145
2005-02-01,75.333
2005-03-01,75.622
2005-04-01,75.785
2005-05-01,75.929
2005-06-01,76.075
2005-07-01,76.281
2005-08-01,76.398
2005-09-01,76.644
2005-10-01,76.98
2005-11-01,77.241
2005-12-01,77.351
2006-01-01,77.586
2006-02-01,77.821
2006-03-01,78.08
2006-04-01,78.383
2006-05-01,78.63
2006-06-01,78.91
2006-07-01,79.021
2006-08-01,79.183
2006-09-01,79.36
2006-10-01,79.568
2006-11-01,79.682
2006-12-01,79.813
2007-01-01,80.289
2007-02-01,80.512
2007-03-01,80.669
2007-04-01,80.892
2007-05-01,81.053
2007-06-01,81.28
2007-07-01,81.48
2007-08-01,81.731
2007-09-01,82.05
2007-10-01,82.307
2007-11-01,82.5
2007-12-01,82.711
2008-01-01,82.902
2008-02-01,83.047
2008-03-01,83.271
2008-04-01,83.341
2008-05-01,83.631
2008-06-01,83.895
2008-07-01,84.064
2008-08-01,84.169
2008-09-01,84.273
2008-10-01,84.054
2008-11-01,83.956
2008-12-01,83.936
2009-01-01,83.806
2009-02-01,83.751
2009-03-01,83.654
2009-04-01,83.753
2009-05-01,83.83
2009-06-01,83.986
2009-07-01,84.171
2009-08-01,84.415
2009-09-01,84.579
2009-10-01,85.088
2009-11-01,85.275
2009-12-01,85.423
2010-01-01,85.679
2010-02-01,85.837
2010-03-01,86.083
2010-04-01,86.275
2010-05-01,86.486
2010-06-01,86.586
2010-07-01,86.655
2010-08-01,86.782
2010-09-01,86.845
2010-10-01,87.105
2010-11-01,87.249
2010-12-01,87.29
2011-01-01,87.5
2011-02-01,87.669
2011-03-01,87.889
2011-04-01,88.116
2011-05-01,88.366
2011-06-01,88.439
2011-07-01,88.582
2011-08-01,88.788
2011-09-01,88.892
2011-10-01,88.868
2011-11-01,89.09
2011-12-01,89.294
2012-01-01,89.639
2012-02-01,89.831
2012-03-01,89.993
2012-04-01,90.189
2012-05-01,90.322
2012-06-01,90.497
2012-07-01,90.613
2012-08-01,90.737
2012-09-01,90.85
2012-10-01,91.134
2012-11-01,91.269
2012-12-01,91.409
2013-01-01,91.638
2013-02-01,91.805
2013-03-01,91.988
2013-04-01,92.048
2013-05-01,92.221
2013-06-01,92.437
2013-07-01,92.61
2013-08-01,92.75
2013-09-01,92.907
2013-10-01,93.138
2013-11-01,93.351
2013-12-01,93.521
2014-01-01,93.659
2014-02-01,93.725
2014-03-01,93.939
2014-04-01,94.14
2014-05-01,94.364
2014-06-01,94.457
2014-07-01,94.661
2014-08-01,94.757
2014-09-01,94.878
2014-10-01,94.948
2014-11-01,95.136
2014-12-01,95.275
2015-01-01,95.246
2015-02-01,95.297
2015-03-01,95.44
2015-04-01,95.621
2015-05-01,95.765
2015-06-01,95.936
2015-07-01,96.076
2015-08-01,96.209
2015-09-01,96.314
2015-10-01,96.375
2015-11-01,96.522
2015-12-01,96.615
2016-01-01,96.868
2016-02-01,97.028
2016-03-01,97.244
2016-04-01,97.479
2016-05-01,97.749
2016-06-01,97.93
2016-07-01,98.152
2016-08-01,98.33
2016-09-01,98.396
2016-10-01,98.566
2016-11-01,98.727
2016-12-01,98.905
2017-01-01,99.175
2017-02-01,99.363
2017-03-01,99.274
2017-04-01,99.609
2017-05-01,99.77
2017-06-01,99.937
2017-07-01,99.99
2017-08-01,100.153
2017-09-01,100.368
2017-10-01,100.623
2017-11-01,100.765
2017-12-01,100.972
2018-01-01,101.295
2018-02-01,101.563
2018-03-01,101.837
2018-04-01,101.981
2018-05-01,102.208
2018-06-01,102.412
2018-07-01,102.601
2018-08-01,102.703
2018-09-01,102.969
2018-10-01,103.112
2018-11-01,103.339
2018-12-01,103.641
2019-01-01,103.679
2019-02-01,103.814
2019-03-01,103.929
2019-04-01,104.226
2019-05-01,104.311
2019-06-01,104.5
2019-07-01,104.715
2019-08-01,104.807
2019-09-01,104.927
2019-10-01,105.137
2019-11-01,105.176
2019-12-01,105.541
2020-01-01,105.77
2020-02-01,105.958
2020-03-01,105.885
2020-04-01,105.494
2020-05-01,105.771
2020-06-01,106.039
2020-07-01,106.394
2020-08-01,106.633
2020-09-01,107.009
2020-10-01,107.12
2020-11-01,107.169
2020-12-01,107.708
2021-01-01,108.175
2021-02-01,108.61
2021-03-01,109.275
2021-04-01,109.739
2021-05-01,110.172
2021-06-01,110.626
2021-07-01,111.233
2021-08-01,111.489
2021-09-01,111.738
2021-10-01,112.058
2021-11-01,112.66
2021-12-01,113.358
2022-01-01,113.638
2022-02-01,114.032
2022-03-01,114.679
2022-04-01,115.107
2022-05-01,115.439
2022-06-01,116.012
2022-07-01,116.184
2022-08-01,116.723
2022-09-01,117.286
2022-10-01,117.837
2022-11-01,118.316
2022-12-01,118.85
2023-01-01,119.429
2023-02-01,119.862
2023-03-01,120.261
2023-04-01,120.641
2023-05-01,120.866
2023-06-01,121.153
2023-07-01,121.641
2023-08-01,121.739
2023-09-01,122.283
2023-10-01,122.464
