"Date","WPSFD49512"
2014-04-01,100
2014-05-01,100
2014-06-01,100.2
2014-07-01,100.2
2014-08-01,100.6
2014-09-01,100.6
2014-10-01,100.6
2014-11-01,100.8
2014-12-01,101
2015-01-01,101
2015-02-01,101
2015-03-01,101.2
2015-04-01,101.4
2015-05-01,101.4
2015-06-01,101.7
2015-07-01,101.8
2015-08-01,101.9
2015-09-01,101.9
2015-10-01,101.8
2015-11-01,101.9
2015-12-01,102
2016-01-01,102.7
2016-02-01,102.8
2016-03-01,102.9
2016-04-01,103
2016-05-01,103
2016-06-01,103.3
2016-07-01,103.6
2016-08-01,103.7
2016-09-01,103.9
2016-10-01,103.9
2016-11-01,104.1
2016-12-01,104.3
2017-01-01,104.4
2017-02-01,104.5
2017-03-01,104.5
2017-04-01,105.1
2017-05-01,105.3
2017-06-01,105.5
2017-07-01,105.5
2017-08-01,105.6
2017-09-01,105.8
2017-10-01,106.1
2017-11-01,106.4
2017-12-01,106.4
2018-01-01,106.9
2018-02-01,107.2
2018-03-01,107.6
2018-04-01,107.7
2018-05-01,107.8
2018-06-01,108.1
2018-07-01,108.4
2018-08-01,108.6
2018-09-01,108.8
2018-10-01,109.1
2018-11-01,109.3
2018-12-01,109.4
2019-01-01,109.5
2019-02-01,109.7
2019-03-01,109.9
2019-04-01,110.3
2019-05-01,110.6
2019-06-01,110.6
2019-07-01,110.9
2019-08-01,111
2019-09-01,111
2019-10-01,111.1
2019-11-01,111.2
2019-12-01,111.3
2020-01-01,111.8
2020-02-01,111.5
2020-03-01,111.5
2020-04-01,110.5
2020-05-01,110.9
2020-06-01,111.2
2020-07-01,111.5
2020-08-01,111.8
2020-09-01,112.2
2020-10-01,112.3
2020-11-01,112.4
2020-12-01,112.7
2021-01-01,113.7
2021-02-01,114
2021-03-01,114.5
2021-04-01,115
2021-05-01,115.3
2021-06-01,115.7
2021-07-01,116.529
2021-08-01,116.842
2021-09-01,117.028
2021-10-01,116.951
2021-11-01,117.864
2021-12-01,118.368
2022-01-01,118.936
2022-02-01,118.867
2022-03-01,119.595
2022-04-01,119.579
2022-05-01,119.85
2022-06-01,120.239
2022-07-01,120.422
2022-08-01,120.823
2022-09-01,121.279
2022-10-01,121.613
2022-11-01,122.151
2022-12-01,122.491
2023-01-01,123.099
2023-02-01,123.551
2023-03-01,123.951
2023-04-01,124.394
2023-05-01,124.296
2023-06-01,124.861
2023-07-01,125.363
2023-08-01,125.59
2023-09-01,125.971
2023-10-01,126.072
2023-11-01,126.337
