"Date","WPSFD42311"
2009-11-01,100.1
2009-12-01,99.7
2010-01-01,101
2010-02-01,101.1
2010-03-01,101.1
2010-04-01,101.6
2010-05-01,102.4
2010-06-01,101.8
2010-07-01,101.9
2010-08-01,101.4
2010-09-01,102.5
2010-10-01,102.1
2010-11-01,102.4
2010-12-01,102.4
2011-01-01,102.3
2011-02-01,102.8
2011-03-01,104.2
2011-04-01,104.1
2011-05-01,104.9
2011-06-01,104.6
2011-07-01,104.3
2011-08-01,105.4
2011-09-01,106
2011-10-01,104.6
2011-11-01,105.2
2011-12-01,104.6
2012-01-01,105.2
2012-02-01,106
2012-03-01,106.3
2012-04-01,106.6
2012-05-01,108
2012-06-01,107.8
2012-07-01,106.8
2012-08-01,105.4
2012-09-01,106.4
2012-10-01,107.1
2012-11-01,108.7
2012-12-01,108.7
2013-01-01,108
2013-02-01,107.8
2013-03-01,108.1
2013-04-01,108.5
2013-05-01,107
2013-06-01,108.2
2013-07-01,109
2013-08-01,108.2
2013-09-01,108.4
2013-10-01,108.9
2013-11-01,109.1
2013-12-01,107.8
2014-01-01,108
2014-02-01,108.6
2014-03-01,109.7
2014-04-01,108.5
2014-05-01,110.4
2014-06-01,109.3
2014-07-01,111.5
2014-08-01,111
2014-09-01,110
2014-10-01,112.4
2014-11-01,111.9
2014-12-01,112.8
2015-01-01,112.7
2015-02-01,111.1
2015-03-01,111.4
2015-04-01,111
2015-05-01,111.5
2015-06-01,111.9
2015-07-01,113
2015-08-01,113.3
2015-09-01,113.6
2015-10-01,112.6
2015-11-01,113
2015-12-01,112.8
2016-01-01,113.5
2016-02-01,112.7
2016-03-01,111.9
2016-04-01,112.2
2016-05-01,112.3
2016-06-01,113.5
2016-07-01,112.8
2016-08-01,112.3
2016-09-01,113
2016-10-01,113
2016-11-01,113.4
2016-12-01,112.8
2017-01-01,114
2017-02-01,113.1
2017-03-01,113.7
2017-04-01,113.5
2017-05-01,114.4
2017-06-01,114.3
2017-07-01,114.3
2017-08-01,114.7
2017-09-01,114.3
2017-10-01,115.5
2017-11-01,115
2017-12-01,114.9
2018-01-01,115.4
2018-02-01,115.4
2018-03-01,114.7
2018-04-01,114.4
2018-05-01,115
2018-06-01,116
2018-07-01,115.3
2018-08-01,115.4
2018-09-01,114.8
2018-10-01,116.3
2018-11-01,117.4
2018-12-01,118.3
2019-01-01,117.5
2019-02-01,117.2
2019-03-01,117.1
2019-04-01,117.9
2019-05-01,118
2019-06-01,118.9
2019-07-01,118.5
2019-08-01,120.1
2019-09-01,119.4
2019-10-01,120.3
2019-11-01,118.6
2019-12-01,119.2
2020-01-01,119.5
2020-02-01,119.4
2020-03-01,120.8
2020-04-01,122.3
2020-05-01,122.4
2020-06-01,121.7
2020-07-01,122.6
2020-08-01,122.6
2020-09-01,122.3
2020-10-01,123.9
2020-11-01,123.1
2020-12-01,122.2
2021-01-01,123.5
2021-02-01,123.3
2021-03-01,123.6
2021-04-01,126.5
2021-05-01,128.1
2021-06-01,130.1
2021-07-01,131.989
2021-08-01,134.766
2021-09-01,134.649
2021-10-01,134.671
2021-11-01,136.691
2021-12-01,138.692
2022-01-01,139.973
2022-02-01,141.635
2022-03-01,144.84
2022-04-01,144.768
2022-05-01,146
2022-06-01,147.226
2022-07-01,148.35
2022-08-01,150.484
2022-09-01,149.543
2022-10-01,150.357
2022-11-01,150.008
2022-12-01,150.61
2023-01-01,150.022
2023-02-01,149.95
2023-03-01,148.624
2023-04-01,149.138
2023-05-01,150.21
2023-06-01,150.041
2023-07-01,150.977
2023-08-01,151.164
2023-09-01,150.744
2023-10-01,150.429
2023-11-01,150.038
