"Date","WPUFD49206"
2010-01-01,100
2010-02-01,100.1
2010-03-01,100.2
2010-04-01,100.4
2010-05-01,100.6
2010-06-01,100.3
2010-07-01,100.5
2010-08-01,100.5
2010-09-01,100.7
2010-10-01,101.1
2010-11-01,101
2010-12-01,101
2011-01-01,101.4
2011-02-01,102
2011-03-01,102.6
2011-04-01,102.7
2011-05-01,102.7
2011-06-01,102.9
2011-07-01,103.1
2011-08-01,103.6
2011-09-01,103.7
2011-10-01,103.8
2011-11-01,103.9
2011-12-01,103.7
2012-01-01,104.1
2012-02-01,104.6
2012-03-01,104.9
2012-04-01,105.2
2012-05-01,105.2
2012-06-01,105.2
2012-07-01,105.1
2012-08-01,105
2012-09-01,105.3
2012-10-01,105.8
2012-11-01,106
2012-12-01,105.9
2013-01-01,106.1
2013-02-01,106.3
2013-03-01,106.7
2013-04-01,106.7
2013-05-01,106.4
2013-06-01,106.8
2013-07-01,107.1
2013-08-01,107.2
2013-09-01,107.1
2013-10-01,107.7
2013-11-01,107.7
2013-12-01,107.4
2014-01-01,107.7
2014-02-01,108.2
2014-03-01,108.7
2014-04-01,108.7
2014-05-01,108.9
2014-06-01,108.9
2014-07-01,109.5
2014-08-01,109.5
2014-09-01,109.2
2014-10-01,110.1
2014-11-01,109.8
2014-12-01,109.9
2015-01-01,110
2015-02-01,109.7
2015-03-01,109.9
2015-04-01,110
2015-05-01,109.9
2015-06-01,110.3
2015-07-01,110.5
2015-08-01,110.5
2015-09-01,110.4
2015-10-01,110.5
2015-11-01,110.4
2015-12-01,110.3
2016-01-01,111.1
2016-02-01,111.2
2016-03-01,111.2
2016-04-01,111.3
2016-05-01,111.2
2016-06-01,111.6
2016-07-01,111.5
2016-08-01,111.4
2016-09-01,111.6
2016-10-01,112
2016-11-01,111.9
2016-12-01,111.8
2017-01-01,112.3
2017-02-01,112.3
2017-03-01,112.7
2017-04-01,113.2
2017-05-01,113.3
2017-06-01,113.4
2017-07-01,113.6
2017-08-01,113.7
2017-09-01,113.6
2017-10-01,114.5
2017-11-01,114.3
2017-12-01,114
2018-01-01,114.7
2018-02-01,115
2018-03-01,115.5
2018-04-01,115.6
2018-05-01,115.8
2018-06-01,116.1
2018-07-01,116.3
2018-08-01,116.2
2018-09-01,116.2
2018-10-01,117.3
2018-11-01,117.3
2018-12-01,117.4
2019-01-01,117.5
2019-02-01,117.8
2019-03-01,118.1
2019-04-01,118.6
2019-05-01,118.7
2019-06-01,118.8
2019-07-01,119
2019-08-01,119.2
2019-09-01,118.9
2019-10-01,119.6
2019-11-01,119.1
2019-12-01,119.1
2020-01-01,119.6
2020-02-01,119.4
2020-03-01,119.7
2020-04-01,119.5
2020-05-01,119.9
2020-06-01,119.6
2020-07-01,120.1
2020-08-01,120.1
2020-09-01,120.3
2020-10-01,121.3
2020-11-01,120.9
2020-12-01,120.5
2021-01-01,121.6
2021-02-01,122.3
2021-03-01,122.8
2021-04-01,124.1
2021-05-01,124.9
2021-06-01,125.7
2021-07-01,126.716
2021-08-01,127.685
2021-09-01,128.074
2021-10-01,128.785
2021-11-01,129.71
2021-12-01,130.338
2022-01-01,131.703
2022-02-01,132.766
2022-03-01,134.552
2022-04-01,135.087
2022-05-01,135.53
2022-06-01,136.067
2022-07-01,136.744
2022-08-01,137.321
2022-09-01,137.576
2022-10-01,138.36
2022-11-01,138.749
2022-12-01,138.689
2023-01-01,138.91
2023-02-01,139.185
2023-03-01,139.469
2023-04-01,139.765
2023-05-01,139.746
2023-06-01,140.004
2023-07-01,140.64
2023-08-01,140.882
2023-09-01,141.108
2023-10-01,141.369
2023-11-01,141.097
