"Date","WPSFD49509"
2013-08-01,99.7
2013-09-01,99.5
2013-10-01,99.9
2013-11-01,100.2
2013-12-01,99.9
2014-01-01,100.4
2014-02-01,100.8
2014-03-01,101.5
2014-04-01,101.4
2014-05-01,101.9
2014-06-01,101.6
2014-07-01,102.4
2014-08-01,102.2
2014-09-01,101.6
2014-10-01,102.3
2014-11-01,101.8
2014-12-01,101.2
2015-01-01,99.8
2015-02-01,99.2
2015-03-01,99.5
2015-04-01,98.9
2015-05-01,99.9
2015-06-01,100.4
2015-07-01,100.7
2015-08-01,100.6
2015-09-01,99.8
2015-10-01,99.3
2015-11-01,99.5
2015-12-01,98.9
2016-01-01,99
2016-02-01,98.2
2016-03-01,98
2016-04-01,98.3
2016-05-01,98.6
2016-06-01,99.4
2016-07-01,99.2
2016-08-01,98.8
2016-09-01,99.4
2016-10-01,99.8
2016-11-01,99.8
2016-12-01,100.2
2017-01-01,101.2
2017-02-01,101
2017-03-01,101.2
2017-04-01,101.4
2017-05-01,101.1
2017-06-01,101.1
2017-07-01,101.2
2017-08-01,101.7
2017-09-01,102.2
2017-10-01,102.8
2017-11-01,103.3
2017-12-01,103.4
2018-01-01,103.8
2018-02-01,104
2018-03-01,103.7
2018-04-01,103.6
2018-05-01,104.2
2018-06-01,104.7
2018-07-01,104.5
2018-08-01,104.6
2018-09-01,104.6
2018-10-01,105.7
2018-11-01,105.5
2018-12-01,105.6
2019-01-01,104.6
2019-02-01,104.8
2019-03-01,105.3
2019-04-01,106.2
2019-05-01,106
2019-06-01,106
2019-07-01,106
2019-08-01,106.4
2019-09-01,106.2
2019-10-01,106.9
2019-11-01,106.5
2019-12-01,107.2
2020-01-01,107.2
2020-02-01,106.5
2020-03-01,105.4
2020-04-01,103.9
2020-05-01,105.2
2020-06-01,105.2
2020-07-01,106
2020-08-01,106.1
2020-09-01,106.3
2020-10-01,107.3
2020-11-01,107.2
2020-12-01,107.6
2021-01-01,109
2021-02-01,109.9
2021-03-01,110.7
2021-04-01,112.2
2021-05-01,113.4
2021-06-01,115.1
2021-07-01,116.341
2021-08-01,118.331
2021-09-01,119.546
2021-10-01,120.522
2021-11-01,122.177
2021-12-01,123.287
2022-01-01,124.88
2022-02-01,127.121
2022-03-01,130.009
2022-04-01,130.684
2022-05-01,132.532
2022-06-01,135.117
2022-07-01,133.986
2022-08-01,133.85
2022-09-01,133.935
2022-10-01,134.859
2022-11-01,135.087
2022-12-01,134.135
2023-01-01,134.831
2023-02-01,134.332
2023-03-01,132.44
2023-04-01,132.822
2023-05-01,131.722
2023-06-01,131.842
2023-07-01,132.417
2023-08-01,134.281
2023-09-01,134.991
2023-10-01,133.271
2023-11-01,132.989
