"Date","WPSFD49201"
2010-01-01,100.2
2010-02-01,100
2010-03-01,100
2010-04-01,100.3
2010-05-01,100.5
2010-06-01,100.4
2010-07-01,100.6
2010-08-01,100.6
2010-09-01,101
2010-10-01,101.2
2010-11-01,101.5
2010-12-01,101.7
2011-01-01,102.2
2011-02-01,102.7
2011-03-01,103.3
2011-04-01,103.8
2011-05-01,104.1
2011-06-01,104.1
2011-07-01,104.4
2011-08-01,104.6
2011-09-01,105
2011-10-01,104.7
2011-11-01,105
2011-12-01,104.9
2012-01-01,105.3
2012-02-01,105.6
2012-03-01,105.7
2012-04-01,106
2012-05-01,106
2012-06-01,105.9
2012-07-01,105.7
2012-08-01,105.9
2012-09-01,106.5
2012-10-01,106.6
2012-11-01,106.9
2012-12-01,106.9
2013-01-01,107.1
2013-02-01,107.3
2013-03-01,107.3
2013-04-01,107.3
2013-05-01,107.1
2013-06-01,107.6
2013-07-01,107.8
2013-08-01,107.9
2013-09-01,107.9
2013-10-01,108.2
2013-11-01,108.4
2013-12-01,108.4
2014-01-01,108.8
2014-02-01,109
2014-03-01,109.4
2014-04-01,109.5
2014-05-01,109.7
2014-06-01,109.7
2014-07-01,110.1
2014-08-01,110.2
2014-09-01,109.9
2014-10-01,110.2
2014-11-01,110.1
2014-12-01,109.9
2015-01-01,109.3
2015-02-01,109
2015-03-01,109.1
2015-04-01,109
2015-05-01,109.4
2015-06-01,109.7
2015-07-01,109.9
2015-08-01,109.9
2015-09-01,109.5
2015-10-01,109.2
2015-11-01,109.4
2015-12-01,109.3
2016-01-01,109.8
2016-02-01,109.5
2016-03-01,109.4
2016-04-01,109.6
2016-05-01,109.8
2016-06-01,110.3
2016-07-01,110.2
2016-08-01,110.1
2016-09-01,110.4
2016-10-01,110.7
2016-11-01,110.8
2016-12-01,111.1
2017-01-01,111.6
2017-02-01,111.5
2017-03-01,111.7
2017-04-01,112.1
2017-05-01,112.1
2017-06-01,112.2
2017-07-01,112.3
2017-08-01,112.7
2017-09-01,113
2017-10-01,113.4
2017-11-01,113.8
2017-12-01,113.8
2018-01-01,114.3
2018-02-01,114.5
2018-03-01,114.7
2018-04-01,114.8
2018-05-01,115.2
2018-06-01,115.6
2018-07-01,115.7
2018-08-01,115.8
2018-09-01,116
2018-10-01,116.8
2018-11-01,116.7
2018-12-01,116.8
2019-01-01,116.5
2019-02-01,116.6
2019-03-01,117
2019-04-01,117.7
2019-05-01,117.8
2019-06-01,117.7
2019-07-01,117.9
2019-08-01,118.2
2019-09-01,117.9
2019-10-01,118.4
2019-11-01,118.2
2019-12-01,118.6
2020-01-01,118.9
2020-02-01,118.3
2020-03-01,117.8
2020-04-01,116.6
2020-05-01,117.3
2020-06-01,117.5
2020-07-01,118.2
2020-08-01,118.3
2020-09-01,118.6
2020-10-01,119.2
2020-11-01,119.2
2020-12-01,119.5
2021-01-01,120.7
2021-02-01,121.3
2021-03-01,121.9
2021-04-01,123.1
2021-05-01,123.9
2021-06-01,124.9
2021-07-01,126.076
2021-08-01,127.199
2021-09-01,127.879
2021-10-01,128.566
2021-11-01,129.93
2021-12-01,130.857
2022-01-01,132.206
2022-02-01,133.324
2022-03-01,135.202
2022-04-01,135.654
2022-05-01,136.618
2022-06-01,137.972
2022-07-01,137.736
2022-08-01,137.911
2022-09-01,138.29
2022-10-01,138.881
2022-11-01,139.398
2022-12-01,139.212
2023-01-01,139.697
2023-02-01,139.687
2023-03-01,139.182
2023-04-01,139.579
2023-05-01,139.187
2023-06-01,139.454
2023-07-01,140.157
2023-08-01,141.12
2023-09-01,141.676
2023-10-01,140.97
2023-11-01,140.973
