"Date","WPU54110101"
2009-04-01,100
2009-05-01,99.3
2009-06-01,99.5
2009-07-01,99.3
2009-08-01,99.4
2009-09-01,99.6
2009-10-01,99.5
2009-11-01,99.6
2009-12-01,99.5
2010-01-01,99.2
2010-02-01,99.6
2010-03-01,99.9
2010-04-01,100.1
2010-05-01,100.3
2010-06-01,100.2
2010-07-01,100.2
2010-08-01,100.3
2010-09-01,100.1
2010-10-01,100.2
2010-11-01,100.4
2010-12-01,100.6
2011-01-01,100.8
2011-02-01,101.2
2011-03-01,101
2011-04-01,101.7
2011-05-01,101.7
2011-06-01,101.7
2011-07-01,101.7
2011-08-01,102.6
2011-09-01,102.7
2011-10-01,103.2
2011-11-01,103.6
2011-12-01,103.6
2012-01-01,105
2012-02-01,105.5
2012-03-01,105.6
2012-04-01,105.7
2012-05-01,105
2012-06-01,105.1
2012-07-01,105.3
2012-08-01,105.3
2012-09-01,104.9
2012-10-01,105.7
2012-11-01,105.8
2012-12-01,105.9
2013-01-01,107.4
2013-02-01,107.7
2013-03-01,107.7
2013-04-01,107.7
2013-05-01,107.3
2013-06-01,107.4
2013-07-01,108
2013-08-01,108.1
2013-09-01,108.8
2013-10-01,109
2013-11-01,108.8
2013-12-01,108.8
2014-01-01,109.1
2014-02-01,109.3
2014-03-01,109.5
2014-04-01,109.7
2014-05-01,110
2014-06-01,110.2
2014-07-01,110.4
2014-08-01,110.4
2014-09-01,110.6
2014-10-01,110.6
2014-11-01,110.8
2014-12-01,111.2
2015-01-01,111.6
2015-02-01,111.6
2015-03-01,111.7
2015-04-01,112.4
2015-05-01,112.4
2015-06-01,112.7
2015-07-01,113.3
2015-08-01,113.3
2015-09-01,113.4
2015-10-01,113.5
2015-11-01,112.7
2015-12-01,113.7
2016-01-01,114
2016-02-01,113.3
2016-03-01,113.9
2016-04-01,114.2
2016-05-01,114.3
2016-06-01,114.4
2016-07-01,114.7
2016-08-01,114.8
2016-09-01,115
2016-10-01,115.5
2016-11-01,115.4
2016-12-01,115.6
2017-01-01,115.9
2017-02-01,116.2
2017-03-01,116.4
2017-04-01,117.7
2017-05-01,118.3
2017-06-01,118.5
2017-07-01,118.5
2017-08-01,118.5
2017-09-01,118.8
2017-10-01,118.4
2017-11-01,117.6
2017-12-01,119.1
2018-01-01,119
2018-02-01,114.5
2018-03-01,115.6
2018-04-01,119.1
2018-05-01,117.8
2018-06-01,117.9
2018-07-01,117.6
2018-08-01,117.1
2018-09-01,114.6
2018-10-01,115.1
2018-11-01,115.2
2018-12-01,116
2019-01-01,116.2
2019-02-01,116.8
2019-03-01,118.3
2019-04-01,118.4
2019-05-01,118
2019-06-01,117.9
2019-07-01,118.1
2019-08-01,117.7
2019-09-01,117.3
2019-10-01,117.5
2019-11-01,117.1
2019-12-01,117.9
2020-01-01,120.4
2020-02-01,117.5
2020-03-01,117.8
2020-04-01,118
2020-05-01,116
2020-06-01,117.5
2020-07-01,118.8
2020-08-01,117.3
2020-09-01,118.5
2020-10-01,118.6
2020-11-01,116.4
2020-12-01,118
2021-01-01,117.8
2021-02-01,118
2021-03-01,120.1
2021-04-01,120.3
2021-05-01,121
2021-06-01,121.6
2021-07-01,124.935
2021-08-01,126.42
2021-09-01,126.486
2021-10-01,126.31
2021-11-01,127.027
2021-12-01,127.935
2022-01-01,118.924
2022-02-01,120.37
2022-03-01,121.571
2022-04-01,119.122
2022-05-01,121.3
2022-06-01,121.775
2022-07-01,122.831
2022-08-01,123.027
2022-09-01,121.608
2022-10-01,121.175
2022-11-01,122.146
2022-12-01,121.487
2023-01-01,122.776
2023-02-01,123.861
2023-03-01,123.805
2023-04-01,123.94
2023-05-01,124
2023-06-01,124.027
2023-07-01,124.319
2023-08-01,125.435
2023-09-01,125.615
2023-10-01,125.6
2023-11-01,125.776
