"Date","IB001176M"
1975-11-01,23.833
1975-12-01,24.089
1976-01-01,24.246
1976-02-01,24.303
1976-03-01,24.385
1976-04-01,24.544
1976-05-01,24.251
1976-06-01,24.584
1976-07-01,24.706
1976-08-01,24.699
1976-09-01,24.795
1976-10-01,24.779
1976-11-01,24.935
1976-12-01,25.387
1977-01-01,25.157
1977-02-01,25.563
1977-03-01,25.778
1977-04-01,25.775
1977-05-01,25.824
1977-06-01,25.761
1977-07-01,25.989
1977-08-01,26.015
1977-09-01,26.133
1977-10-01,26.323
1977-11-01,26.559
1977-12-01,26.635
1978-01-01,26.185
1978-02-01,26.621
1978-03-01,27.037
1978-04-01,27.366
1978-05-01,27.486
1978-06-01,27.634
1978-07-01,27.469
1978-08-01,27.771
1978-09-01,27.612
1978-10-01,27.741
1978-11-01,27.788
1978-12-01,27.946
1979-01-01,27.765
1979-02-01,27.863
1979-03-01,28.104
1979-04-01,27.903
1979-05-01,27.995
1979-06-01,27.947
1979-07-01,28.132
1979-08-01,28.402
1979-09-01,28.445
1979-10-01,28.322
1979-11-01,28.392
1979-12-01,28.276
1980-01-01,28.678
1980-02-01,28.166
1980-03-01,27.708
1980-04-01,27.302
1980-05-01,27.154
1980-06-01,27.313
1980-07-01,27.73
1980-08-01,27.755
1980-09-01,27.874
1980-10-01,28.363
1980-11-01,28.283
1980-12-01,28.49
1981-01-01,28.458
1981-02-01,28.587
1981-03-01,28.67
1981-04-01,28.468
1981-05-01,28.304
1981-06-01,28.406
1981-07-01,28.495
1981-08-01,28.829
1981-09-01,28.55
1981-10-01,28.18
1981-11-01,28.2
1981-12-01,28.25
1982-01-01,28.197
1982-02-01,28.633
1982-03-01,28.606
1982-04-01,28.531
1982-05-01,28.817
1982-06-01,28.574
1982-07-01,28.778
1982-08-01,28.867
1982-09-01,29.197
1982-10-01,29.309
1982-11-01,29.668
1982-12-01,29.899
1983-01-01,29.982
1983-02-01,29.945
1983-03-01,30.218
1983-04-01,30.517
1983-05-01,30.891
1983-06-01,31.21
1983-07-01,31.398
1983-08-01,31.391
1983-09-01,31.59
1983-10-01,31.975
1983-11-01,32.054
1983-12-01,32.253
1984-01-01,32.747
1984-02-01,32.495
1984-03-01,32.468
1984-04-01,32.766
1984-05-01,32.987
1984-06-01,33.255
1984-07-01,33.119
1984-08-01,33.264
1984-09-01,33.502
1984-10-01,33.399
1984-11-01,33.907
1984-12-01,34.141
1985-01-01,34.323
1985-02-01,34.504
1985-03-01,34.665
1985-04-01,34.698
1985-05-01,35.213
1985-06-01,34.926
1985-07-01,35.242
1985-08-01,35.67
1985-09-01,36.273
1985-10-01,35.51
1985-11-01,35.584
1985-12-01,35.868
1986-01-01,36.167
1986-02-01,35.98
1986-03-01,36.06
1986-04-01,36.46
1986-05-01,36.714
1986-06-01,36.525
1986-07-01,36.825
1986-08-01,37.268
1986-09-01,38.312
1986-10-01,37.412
1986-11-01,37.162
1986-12-01,38.4
1987-01-01,37.107
1987-02-01,38.061
1987-03-01,38.101
1987-04-01,38.328
1987-05-01,38.27
1987-06-01,38.546
1987-07-01,38.784
1987-08-01,39.191
1987-09-01,38.964
1987-10-01,38.756
1987-11-01,38.911
1987-12-01,39.293
1988-01-01,39.599
1988-02-01,39.699
1988-03-01,40.014
1988-04-01,39.83
1988-05-01,40.11
1988-06-01,40.232
1988-07-01,40.341
1988-08-01,40.518
1988-09-01,40.505
1988-10-01,40.766
1988-11-01,40.946
1988-12-01,41.313
1989-01-01,41.476
1989-02-01,40.993
1989-03-01,41.132
1989-04-01,41.554
1989-05-01,41.419
1989-06-01,41.582
1989-07-01,41.758
1989-08-01,42.22
1989-09-01,42.011
1989-10-01,41.968
1989-11-01,41.914
1989-12-01,42.028
1990-01-01,42.999
1990-02-01,42.423
1990-03-01,42.543
1990-04-01,42.596
1990-05-01,42.525
1990-06-01,42.674
1990-07-01,42.817
1990-08-01,42.722
1990-09-01,42.682
1990-10-01,42.482
1990-11-01,42.416
1990-12-01,42.182
1991-01-01,41.633
1991-02-01,42.138
1991-03-01,42.634
1991-04-01,42.439
1991-05-01,42.343
1991-06-01,42.465
1991-07-01,42.675
1991-08-01,42.636
1991-09-01,42.628
1991-10-01,42.469
1991-11-01,42.647
1991-12-01,42.965
1992-01-01,43.668
1992-02-01,43.885
1992-03-01,43.761
1992-04-01,43.745
1992-05-01,44.112
1992-06-01,44.342
1992-07-01,44.441
1992-08-01,44.67
1992-09-01,44.928
1992-10-01,45.132
1992-11-01,45.095
1992-12-01,45.592
1993-01-01,45.702
1993-02-01,45.43
1993-03-01,45.333
1993-04-01,45.849
1993-05-01,46.071
1993-06-01,46.185
1993-07-01,46.474
1993-08-01,46.447
1993-09-01,46.709
1993-10-01,46.872
1993-11-01,47.068
1993-12-01,47.137
1994-01-01,47.247
1994-02-01,47.729
1994-03-01,47.799
1994-04-01,48.025
1994-05-01,47.809
1994-06-01,47.999
1994-07-01,48.158
1994-08-01,48.486
1994-09-01,48.573
1994-10-01,48.939
1994-11-01,49.061
1994-12-01,49.177
1995-01-01,49.091
1995-02-01,48.915
1995-03-01,49.374
1995-04-01,49.152
1995-05-01,49.533
1995-06-01,50.067
1995-07-01,49.823
1995-08-01,50.096
1995-09-01,50.385
1995-10-01,50.15
1995-11-01,50.546
1995-12-01,50.938
1996-01-01,50.588
1996-02-01,51.092
1996-03-01,51.368
1996-04-01,51.659
1996-05-01,51.73
1996-06-01,51.799
1996-07-01,52.043
1996-08-01,52.212
1996-09-01,52.403
1996-10-01,52.486
1996-11-01,52.619
1996-12-01,52.937
1997-01-01,53.212
1997-02-01,53.348
1997-03-01,53.546
1997-04-01,53.402
1997-05-01,53.512
1997-06-01,53.884
1997-07-01,54.425
1997-08-01,54.956
1997-09-01,54.88
1997-10-01,55.092
1997-11-01,55.48
1997-12-01,55.843
1998-01-01,55.925
1998-02-01,56.256
1998-03-01,56.476
1998-04-01,56.924
1998-05-01,57.355
1998-06-01,57.737
1998-07-01,57.816
1998-08-01,58.14
1998-09-01,58.66
1998-10-01,59.03
1998-11-01,59.241
1998-12-01,59.738
1999-01-01,59.588
1999-02-01,59.99
1999-03-01,60.236
1999-04-01,60.648
1999-05-01,60.978
1999-06-01,61.25
1999-07-01,61.292
1999-08-01,61.751
1999-09-01,62.123
1999-10-01,62.299
1999-11-01,62.856
1999-12-01,63.433
2000-01-01,63.628
2000-02-01,64.373
2000-03-01,64.786
2000-04-01,64.567
2000-05-01,64.783
2000-06-01,64.853
2000-07-01,64.981
2000-08-01,65.317
2000-09-01,65.999
2000-10-01,65.917
2000-11-01,65.891
2000-12-01,65.916
2001-01-01,66.176
2001-02-01,66.239
2001-03-01,66.083
2001-04-01,66.061
2001-05-01,66.406
2001-06-01,66.584
2001-07-01,66.606
2001-08-01,67.205
2001-09-01,65.944
2001-10-01,68.274
2001-11-01,68.087
2001-12-01,67.866
2002-01-01,68.234
2002-02-01,68.549
2002-03-01,68.418
2002-04-01,69.001
2002-05-01,68.444
2002-06-01,68.778
2002-07-01,69.33
2002-08-01,69.526
2002-09-01,69.101
2002-10-01,69.324
2002-11-01,69.572
2002-12-01,70.214
2003-01-01,70.081
2003-02-01,69.8
2003-03-01,70.469
2003-04-01,70.691
2003-05-01,71.131
2003-06-01,71.698
2003-07-01,71.965
2003-08-01,72.676
2003-09-01,72.462
2003-10-01,72.518
2003-11-01,73.014
2003-12-01,73.14
2004-01-01,73.265
2004-02-01,73.524
2004-03-01,74.157
2004-04-01,73.923
2004-05-01,74.458
2004-06-01,73.977
2004-07-01,74.788
2004-08-01,75.07
2004-09-01,75.512
2004-10-01,75.659
2004-11-01,75.772
2004-12-01,76.34
2005-01-01,75.937
2005-02-01,76.431
2005-03-01,76.373
2005-04-01,77.063
2005-05-01,76.795
2005-06-01,77.597
2005-07-01,78.315
2005-08-01,77.775
2005-09-01,77.52
2005-10-01,77.706
2005-11-01,78.068
2005-12-01,78.331
2006-01-01,79.365
2006-02-01,79.135
2006-03-01,79.358
2006-04-01,79.525
2006-05-01,79.516
2006-06-01,79.654
2006-07-01,79.943
2006-08-01,79.798
2006-09-01,80.483
2006-10-01,80.719
2006-11-01,80.929
2006-12-01,81.594
2007-01-01,81.578
2007-02-01,81.374
2007-03-01,81.816
2007-04-01,81.602
2007-05-01,82.069
2007-06-01,81.973
2007-07-01,82.182
2007-08-01,82.589
2007-09-01,82.624
2007-10-01,82.871
2007-11-01,82.86
2007-12-01,82.686
2008-01-01,82.712
2008-02-01,82.304
2008-03-01,82.362
2008-04-01,82.671
2008-05-01,82.904
2008-06-01,82.722
2008-07-01,82.354
2008-08-01,82.426
2008-09-01,81.779
2008-10-01,81.323
2008-11-01,80.893
2008-12-01,80.709
2009-01-01,81.087
2009-02-01,80.809
2009-03-01,80.171
2009-04-01,80.069
2009-05-01,80.167
2009-06-01,80.226
2009-07-01,80.628
2009-08-01,81.498
2009-09-01,80.379
2009-10-01,80.322
2009-11-01,80.419
2009-12-01,80.611
2010-01-01,80.502
2010-02-01,80.756
2010-03-01,81.537
2010-04-01,81.731
2010-05-01,81.809
2010-06-01,82.003
2010-07-01,82.289
2010-08-01,82.518
2010-09-01,82.626
2010-10-01,82.972
2010-11-01,83.108
2010-12-01,83.069
2011-01-01,83.413
2011-02-01,83.592
2011-03-01,83.943
2011-04-01,83.86
2011-05-01,83.8
2011-06-01,83.946
2011-07-01,84.036
2011-08-01,84.109
2011-09-01,84.364
2011-10-01,84.509
2011-11-01,84.417
2011-12-01,84.556
2012-01-01,85.145
2012-02-01,85.696
2012-03-01,85.727
2012-04-01,85.555
2012-05-01,85.421
2012-06-01,85.355
2012-07-01,85.462
2012-08-01,85.531
2012-09-01,85.858
2012-10-01,85.719
2012-11-01,86.309
2012-12-01,86.542
2013-01-01,86.726
2013-02-01,86.586
2013-03-01,86.463
2013-04-01,86.686
2013-05-01,86.995
2013-06-01,87.042
2013-07-01,87.202
2013-08-01,87.364
2013-09-01,87.575
2013-10-01,87.944
2013-11-01,88.243
2013-12-01,88.314
2014-01-01,87.742
2014-02-01,88.441
2014-03-01,89.224
2014-04-01,89.442
2014-05-01,89.833
2014-06-01,90.353
2014-07-01,90.662
2014-08-01,91.381
2014-09-01,91.447
2014-10-01,92.054
2014-11-01,92.223
2014-12-01,92.705
2015-01-01,92.803
2015-02-01,92.805
2015-03-01,93.354
2015-04-01,93.738
2015-05-01,94.108
2015-06-01,94.16
2015-07-01,94.619
2015-08-01,94.875
2015-09-01,94.89
2015-10-01,95.082
2015-11-01,95.323
2015-12-01,95.703
2016-01-01,95.74
2016-02-01,96.498
2016-03-01,96.125
2016-04-01,96.267
2016-05-01,96.343
2016-06-01,96.805
2016-07-01,97.042
2016-08-01,97.11
2016-09-01,97.519
2016-10-01,97.55
2016-11-01,97.793
2016-12-01,98.399
2017-01-01,98.889
2017-02-01,98.91
2017-03-01,99.233
2017-04-01,99.218
2017-05-01,99.249
2017-06-01,99.615
2017-07-01,100.011
2017-08-01,100.032
2017-09-01,100.61
2017-10-01,100.716
2017-11-01,101.45
2017-12-01,102.066
2018-01-01,101.989
2018-02-01,102.424
2018-03-01,102.385
2018-04-01,102.523
2018-05-01,103.058
2018-06-01,103.164
2018-07-01,103.458
2018-08-01,103.719
2018-09-01,103.47
2018-10-01,103.729
2018-11-01,104.295
2018-12-01,103.337
2019-01-01,103.553
2019-02-01,103.732
2019-03-01,104.512
2019-04-01,104.449
2019-05-01,105.024
2019-06-01,105.367
2019-07-01,105.772
2019-08-01,106.144
2019-09-01,106.39
2019-10-01,106.376
2019-11-01,107.155
2019-12-01,107.576
2020-01-01,108.239
2020-02-01,107.852
2020-03-01,96.39
2020-04-01,83.279
2020-05-01,92.683
2020-06-01,99.861
2020-07-01,101.573
2020-08-01,102.74
2020-09-01,104.513
2020-10-01,104.963
2020-11-01,104.653
2020-12-01,104.938
2021-01-01,106.304
2021-02-01,104.79
2021-03-01,110.549
2021-04-01,111.474
2021-05-01,110.968
2021-06-01,111.957
2021-07-01,111.822
2021-08-01,112.318
2021-09-01,112.806
2021-10-01,113.87
2021-11-01,114.092
2021-12-01,113.697
2022-01-01,113.493
2022-02-01,113.766
2022-03-01,114.425
2022-04-01,114.838
2022-05-01,114.696
2022-06-01,114.84
2022-07-01,115.105
2022-08-01,115.73
2022-09-01,116.137
2022-10-01,116.344
2022-11-01,115.787
2022-12-01,115.961
2023-01-01,117.946
2023-02-01,117.861
2023-03-01,117.296
2023-04-01,117.574
2023-05-01,117.829
2023-06-01,118.172
2023-07-01,118.827
2023-08-01,118.832
2023-09-01,119.521
2023-10-01,119.646
