"Date","WPSFD413111"
1974-01-01,52.2
1974-02-01,52.4
1974-03-01,52.9
1974-04-01,53.7
1974-05-01,54.7
1974-06-01,55.6
1974-07-01,56.5
1974-08-01,57.5
1974-09-01,58
1974-10-01,58.6
1974-11-01,59.3
1974-12-01,59.6
1975-01-01,60
1975-02-01,60.1
1975-03-01,60.2
1975-04-01,60.3
1975-05-01,60.4
1975-06-01,60.5
1975-07-01,60.9
1975-08-01,60.9
1975-09-01,61.1
1975-10-01,61.4
1975-11-01,61.7
1975-12-01,62.2
1976-01-01,62.7
1976-02-01,62.8
1976-03-01,63.1
1976-04-01,63.3
1976-05-01,63.4
1976-06-01,64
1976-07-01,64.3
1976-08-01,64.8
1976-09-01,65
1976-10-01,65.2
1976-11-01,65.7
1976-12-01,65.9
1977-01-01,66.5
1977-02-01,66.6
1977-03-01,66.8
1977-04-01,67.1
1977-05-01,67.3
1977-06-01,67.6
1977-07-01,67.7
1977-08-01,68
1977-09-01,68.7
1977-10-01,68.9
1977-11-01,69.3
1977-12-01,69.4
1978-01-01,69.4
1978-02-01,69.6
1978-03-01,69.9
1978-04-01,70.2
1978-05-01,70.5
1978-06-01,71.2
1978-07-01,71.7
1978-08-01,71.9
1978-09-01,72.3
1978-10-01,72.9
1978-11-01,73.8
1978-12-01,74.3
1979-01-01,74.8
1979-02-01,75.1
1979-03-01,75.5
1979-04-01,76.2
1979-05-01,76.4
1979-06-01,76.9
1979-07-01,77.5
1979-08-01,78.6
1979-09-01,79
1979-10-01,79.6
1979-11-01,79.9
1979-12-01,80.5
1980-01-01,81.5
1980-02-01,82.3
1980-03-01,83.1
1980-04-01,83.9
1980-05-01,84.4
1980-06-01,85.4
1980-07-01,86.2
1980-08-01,86.9
1980-09-01,87.2
1980-10-01,87.5
1980-11-01,88.1
1980-12-01,88.7
1981-01-01,90.2
1981-02-01,90.6
1981-03-01,91.4
1981-04-01,92.2
1981-05-01,92.7
1981-06-01,93.2
1981-07-01,93.4
1981-08-01,94.2
1981-09-01,94.8
1981-10-01,95.1
1981-11-01,95.5
1981-12-01,96.2
1982-01-01,97.1
1982-02-01,97.7
1982-03-01,98.6
1982-04-01,99.1
1982-05-01,99.6
1982-06-01,99.9
1982-07-01,99.8
1982-08-01,100.4
1982-09-01,100.9
1982-10-01,101.8
1982-11-01,101.9
1982-12-01,102.7
1983-01-01,102
1983-02-01,102.1
1983-03-01,102.8
1983-04-01,102.4
1983-05-01,102.6
1983-06-01,103
1983-07-01,103.4
1983-08-01,104.1
1983-09-01,104
1983-10-01,104.5
1983-11-01,104.6
1983-12-01,105.1
1984-01-01,105.5
1984-02-01,105.5
1984-03-01,106.3
1984-04-01,105.9
1984-05-01,106.5
1984-06-01,106.8
1984-07-01,106.9
1984-08-01,107.3
1984-09-01,107.4
1984-10-01,107.7
1984-11-01,107.8
1984-12-01,108.1
1985-01-01,108.6
1985-02-01,108.8
1985-03-01,109.5
1985-04-01,109.3
1985-05-01,109.4
1985-06-01,109.9
1985-07-01,110.3
1985-08-01,110.4
1985-09-01,110.7
1985-10-01,111
1985-11-01,111.2
1985-12-01,111.2
1986-01-01,111.8
1986-02-01,112
1986-03-01,112.2
1986-04-01,112.5
1986-05-01,112.8
1986-06-01,113.1
1986-07-01,113.2
1986-08-01,113.3
1986-09-01,113.6
1986-10-01,114
1986-11-01,114.1
1986-12-01,114.3
1987-01-01,114.5
1987-02-01,114.8
1987-03-01,115.1
1987-04-01,115.4
1987-05-01,115.6
1987-06-01,115.9
1987-07-01,116.3
1987-08-01,116.8
1987-09-01,117.3
1987-10-01,117.6
1987-11-01,118
1987-12-01,118.6
1988-01-01,119.3
1988-02-01,119.7
1988-03-01,120.2
1988-04-01,120.5
1988-05-01,120.9
1988-06-01,121.6
1988-07-01,122.3
1988-08-01,122.9
1988-09-01,123.4
1988-10-01,123.8
1988-11-01,124.4
1988-12-01,125.1
1989-01-01,125.6
1989-02-01,126.5
1989-03-01,126.9
1989-04-01,127.2
1989-05-01,128.3
1989-06-01,128.8
1989-07-01,128.9
1989-08-01,129.8
1989-09-01,129.9
1989-10-01,130.8
1989-11-01,131.4
1989-12-01,131.6
1990-01-01,132.3
1990-02-01,132.8
1990-03-01,133.4
1990-04-01,133.6
1990-05-01,134.7
1990-06-01,134.8
1990-07-01,134.8
1990-08-01,135.4
1990-09-01,136
1990-10-01,136.7
1990-11-01,137.2
1990-12-01,137.1
1991-01-01,138.2
1991-02-01,138.7
1991-03-01,139.1
1991-04-01,139.7
1991-05-01,140.3
1991-06-01,140.4
1991-07-01,140.9
1991-08-01,141.6
1991-09-01,142.2
1991-10-01,142.7
1991-11-01,142.9
1991-12-01,143
1992-01-01,143.7
1992-02-01,144.1
1992-03-01,144.4
1992-04-01,145.1
1992-05-01,146.4
1992-06-01,146.1
1992-07-01,146.1
1992-08-01,145.7
1992-09-01,146.8
1992-10-01,147.1
1992-11-01,147.2
1992-12-01,147.2
1993-01-01,148
1993-02-01,148.1
1993-03-01,148.3
1993-04-01,149
1993-05-01,149.1
1993-06-01,148.4
1993-07-01,148.3
1993-08-01,143
1993-09-01,143
1993-10-01,143.3
1993-11-01,143.3
1993-12-01,144
1994-01-01,144.3
1994-02-01,144.3
1994-03-01,144.2
1994-04-01,144.1
1994-05-01,144.2
1994-06-01,144.5
1994-07-01,144.3
