"Date","WPUFD49512"
2014-04-01,100
2014-05-01,99.9
2014-06-01,100.2
2014-07-01,100.4
2014-08-01,100.7
2014-09-01,100.4
2014-10-01,100.7
2014-11-01,100.6
2014-12-01,100.7
2015-01-01,101
2015-02-01,101.1
2015-03-01,101.3
2015-04-01,101.5
2015-05-01,101.3
2015-06-01,101.8
2015-07-01,102
2015-08-01,102
2015-09-01,101.7
2015-10-01,101.8
2015-11-01,101.7
2015-12-01,101.7
2016-01-01,102.7
2016-02-01,102.9
2016-03-01,103
2016-04-01,103.1
2016-05-01,102.9
2016-06-01,103.4
2016-07-01,103.8
2016-08-01,103.8
2016-09-01,103.6
2016-10-01,104
2016-11-01,103.9
2016-12-01,103.9
2017-01-01,104.5
2017-02-01,104.6
2017-03-01,104.7
2017-04-01,105.2
2017-05-01,105.2
2017-06-01,105.6
2017-07-01,105.8
2017-08-01,105.7
2017-09-01,105.5
2017-10-01,106.2
2017-11-01,106.2
2017-12-01,106.1
2018-01-01,106.9
2018-02-01,107.3
2018-03-01,107.7
2018-04-01,107.8
2018-05-01,107.8
2018-06-01,108.2
2018-07-01,108.6
2018-08-01,108.7
2018-09-01,108.6
2018-10-01,109.2
2018-11-01,109.1
2018-12-01,109
2019-01-01,109.4
2019-02-01,109.8
2019-03-01,110.1
2019-04-01,110.4
2019-05-01,110.6
2019-06-01,110.8
2019-07-01,111.1
2019-08-01,111.1
2019-09-01,110.8
2019-10-01,111.2
2019-11-01,111
2019-12-01,111
2020-01-01,111.7
2020-02-01,111.6
2020-03-01,111.6
2020-04-01,110.6
2020-05-01,110.9
2020-06-01,111.3
2020-07-01,111.7
2020-08-01,111.8
2020-09-01,112
2020-10-01,112.4
2020-11-01,112.3
2020-12-01,112.4
2021-01-01,113.7
2021-02-01,114.1
2021-03-01,114.6
2021-04-01,115.1
2021-05-01,115.3
2021-06-01,115.9
2021-07-01,116.721
2021-08-01,116.903
2021-09-01,116.818
2021-10-01,116.993
2021-11-01,117.651
2021-12-01,117.981
2022-01-01,118.835
2022-02-01,118.964
2022-03-01,119.78
2022-04-01,119.7
2022-05-01,119.883
2022-06-01,120.466
2022-07-01,120.646
2022-08-01,120.884
2022-09-01,121.041
2022-10-01,121.662
2022-11-01,121.914
2022-12-01,122.074
2023-01-01,122.954
2023-02-01,123.617
2023-03-01,124.134
2023-04-01,124.511
2023-05-01,124.324
2023-06-01,125.113
2023-07-01,125.618
2023-08-01,125.674
2023-09-01,125.732
2023-10-01,126.133
2023-11-01,126.083
