"Date","WPU36110102"
1999-06-01,100
1999-07-01,100
1999-08-01,100.9
1999-09-01,100.5
1999-10-01,101.4
1999-11-01,101.2
1999-12-01,101.3
2000-01-01,103.6
2000-02-01,104.5
2000-03-01,103.4
2000-04-01,103.9
2000-05-01,101.4
2000-06-01,103.9
2000-07-01,103
2000-08-01,103.3
2000-09-01,103.1
2000-10-01,103.8
2000-11-01,105.1
2000-12-01,104.5
2001-01-01,114.3
2001-02-01,114.7
2001-03-01,114.5
2001-04-01,114
2001-05-01,114.3
2001-06-01,114.4
2001-07-01,114.6
2001-08-01,115
2001-09-01,114.9
2001-10-01,114.9
2001-11-01,114.5
2001-12-01,117.6
2002-01-01,120.9
2002-02-01,121.2
2002-03-01,121.2
2002-04-01,122.8
2002-05-01,121.9
2002-06-01,122.5
2002-07-01,122.9
2002-08-01,121.5
2002-09-01,122.3
2002-10-01,122.5
2002-11-01,123
2002-12-01,122.9
2003-01-01,126.2
2003-02-01,126.8
2003-03-01,126.5
2003-04-01,126.3
2003-05-01,127.2
2003-06-01,126.6
2003-07-01,127.2
2003-08-01,127.2
2003-09-01,125.4
2003-10-01,125.2
2003-11-01,124.4
2003-12-01,125.8
2004-01-01,130.5
2004-02-01,130.9
2004-03-01,130.7
2004-04-01,131.9
2004-05-01,129.8
2004-06-01,129.5
2004-07-01,132.4
2004-08-01,130.5
2004-09-01,132
2004-10-01,129.4
2004-11-01,132.3
2004-12-01,131.3
2005-01-01,135.3
2005-02-01,136.4
2005-03-01,135.6
2005-04-01,136.6
2005-05-01,135.9
2005-06-01,137.5
2005-07-01,138.8
2005-08-01,137.8
2005-09-01,137.8
2005-10-01,136.6
2005-11-01,138.6
2005-12-01,136
2006-01-01,136
2006-02-01,137.7
2006-03-01,138.4
2006-04-01,140.1
2006-05-01,139.3
2006-06-01,139.5
2006-07-01,139.5
2006-08-01,139.4
2006-09-01,139.7
2006-10-01,139.7
2006-11-01,139.3
2006-12-01,139.2
2007-01-01,145.7
2007-02-01,145.7
2007-03-01,145.9
2007-04-01,146
2007-05-01,146.2
2007-06-01,146
2007-07-01,146.1
2007-08-01,146.6
2007-09-01,145.8
2007-10-01,146.7
2007-11-01,145.1
2007-12-01,145
2008-01-01,151.5
2008-02-01,152.8
2008-03-01,152.3
2008-04-01,152.3
2008-05-01,152.4
2008-06-01,151.1
2008-07-01,152.4
2008-08-01,153.1
2008-09-01,153.3
2008-10-01,151
2008-11-01,149.8
2008-12-01,149.7
2009-01-01,158
2009-02-01,156.5
2009-03-01,156.6
2009-04-01,156.8
2009-05-01,154.2
2009-06-01,155.6
2009-07-01,156.6
2009-08-01,156.6
2009-09-01,150.3
2009-10-01,149.6
2009-11-01,150.6
2009-12-01,150
2010-01-01,154.4
2010-02-01,154.2
2010-03-01,155.3
2010-04-01,155.9
2010-05-01,156.2
2010-06-01,155.2
2010-07-01,155.6
2010-08-01,154.3
2010-09-01,154
2010-10-01,154.4
2010-11-01,153.2
2010-12-01,153
2011-01-01,159.2
2011-02-01,158.9
2011-03-01,159.5
2011-04-01,159.9
